context_type,role,cohort,standardized_dimension,standardized_label,count,bins,filename
Original,athlete,people,eyewear_present,no,39,2,athlete
Original,athlete,people,eyewear_present,yes,10,2,athlete
Original,athlete,people,hair_color,black,3,4,athlete
Original,athlete,people,hair_color,brown,7,4,athlete
Original,athlete,people,hair_color,darkblue,1,4,athlete
Original,athlete,people,facial_hair_present,no,37,2,athlete
Original,athlete,people,facial_hair_present,yes,11,2,athlete
Original,athlete,people,facial_hair_style,full beard,2,9,athlete
Original,athlete,people,facial_hair_style,full trimmed beard,1,9,athlete
Original,athlete,people,facial_hair_style,long,1,9,athlete
Original,athlete,people,facial_hair_style,short beard,1,9,athlete
Original,athlete,people,facial_hair_style,short full beard,1,9,athlete
Original,athlete,people,facial_hair_style,short stubble,2,9,athlete
Original,athlete,people,facial_hair_style,stubble,2,9,athlete
Original,athlete,people,facial_hair_style,thick,1,9,athlete
Original,athlete,people,facial_hair_style,trimmed stubble,1,9,athlete
Original,athlete,people,gaze_direction,down,6,7,athlete
Original,athlete,people,gaze_direction,left,3,7,athlete
Original,athlete,people,gaze_direction,looking down,10,7,athlete
Original,athlete,people,gaze_direction,looking left,2,7,athlete
Original,athlete,people,gaze_direction,looking up,2,7,athlete
Original,athlete,people,gaze_direction,right,3,7,athlete
Original,athlete,people,gaze_direction,up,2,7,athlete
Original,athlete,people,gender_presentation,female,11,2,athlete
Original,athlete,people,gender_presentation,male,42,2,athlete
Original,athlete,people,hair_color,black,13,4,athlete
Original,athlete,people,hair_color,brown,52,4,athlete
Original,athlete,people,hair_color,red,1,4,athlete
Original,athlete,people,hair_present,yes,53,1,athlete
Original,athlete,people,hair_style,bun,2,7,athlete
Original,athlete,people,hair_style,curly,1,7,athlete
Original,athlete,people,hair_style,long,3,7,athlete
Original,athlete,people,hair_style,ponytail,12,7,athlete
Original,athlete,people,hair_style,shorts,47,7,athlete
Original,athlete,people,hair_style,updo,2,7,athlete
Original,athlete,people,hair_style,wavy,1,7,athlete
Original,athlete,people,head_covering_type,black,1,1,athlete
Original,athlete,people,head_covering_present,no,39,1,athlete
Original,athlete,people,pose,standing,1,2,athlete
Original,athlete,people,pose,standing,2,2,athlete
Original,athlete,people,pose,standing,1,2,athlete
Original,athlete,people,pose,standing,1,2,athlete
Original,athlete,people,pose,leaning,19,2,athlete
Original,athlete,people,pose,leaning,2,2,athlete
Original,athlete,people,pose,standing,8,2,athlete
Original,athlete,people,pose,standing,27,2,athlete
Original,athlete,people,pose,leaning,2,2,athlete
Original,athlete,people,pose,leaning,4,2,athlete
Original,athlete,people,pose,leaning,1,2,athlete
Original,athlete,people,pose,standing,3,2,athlete
Original,athlete,people,pose,standing,1,2,athlete
Original,athlete,people,pose,standing,1,2,athlete
Original,athlete,people,pose,standing,1,2,athlete
Original,athlete,people,pose,standing,4,2,athlete
Original,athlete,people,pose,standing,1,2,athlete
Original,athlete,people,pose,standing,1,2,athlete
Original,athlete,people,pose,standing,2,2,athlete
Original,athlete,people,pose,standing,6,2,athlete
Original,athlete,people,pose,standing,9,2,athlete
Original,athlete,people,skin_tone,dark,6,3,athlete
Original,athlete,people,skin_tone,light,23,3,athlete
Original,athlete,people,skin_tone,medium,35,3,athlete
Original,bus_driver,scene_appearance,aesthetic_qualities,cinematic,17,6,bus_driver
Original,bus_driver,scene_appearance,aesthetic_qualities,dreamy,2,6,bus_driver
Original,bus_driver,scene_appearance,aesthetic_qualities,quality cinematic,4,6,bus_driver
Original,bus_driver,scene_appearance,aesthetic_qualities,quality dreamy,1,6,bus_driver
Original,bus_driver,scene_appearance,aesthetic_qualities,quality realistic,6,6,bus_driver
Original,bus_driver,scene_appearance,aesthetic_qualities,realistic,23,6,bus_driver
Original,bus_driver,scene_appearance,color_temperature,cool,11,3,bus_driver
Original,bus_driver,scene_appearance,color_temperature,neutral,6,3,bus_driver
Original,bus_driver,scene_appearance,color_temperature,warm,13,3,bus_driver
Original,bus_driver,scene_appearance,dominant_colors,black,17,6,bus_driver
Original,bus_driver,scene_appearance,dominant_colors,blue,1,6,bus_driver
Original,bus_driver,scene_appearance,dominant_colors,brown,32,6,bus_driver
Original,bus_driver,scene_appearance,dominant_colors,cyan,1,6,bus_driver
Original,bus_driver,scene_appearance,dominant_colors,mediumblue,7,6,bus_driver
Original,bus_driver,scene_appearance,dominant_colors,mediumvioletred,2,6,bus_driver
Original,bus_driver,scene_appearance,color_temperature,cool,7,3,bus_driver
Original,bus_driver,scene_appearance,color_temperature,neutral,1,3,bus_driver
Original,bus_driver,scene_appearance,mood,calm,41,3,bus_driver
Original,bus_driver,scene_appearance,mood,dramatic,1,3,bus_driver
Original,bus_driver,scene_appearance,mood,melancholic,1,3,bus_driver
Original,bus_driver,camera,depth_of_field,deep,20,3,bus_driver
Original,bus_driver,camera,depth_of_field,moderate,11,3,bus_driver
Original,bus_driver,camera,depth_of_field,shallow,34,3,bus_driver
Original,bus_driver,camera,framing,close up,3,7,bus_driver
Original,bus_driver,camera,framing,establishing,12,7,bus_driver
Original,bus_driver,camera,framing,full body,5,7,bus_driver
Original,bus_driver,camera,framing,headshot,4,7,bus_driver
Original,bus_driver,camera,framing,medium,36,7,bus_driver
Original,bus_driver,camera,framing,others,0,7,bus_driver
Original,bus_driver,camera,framing,wide,28,7,bus_driver
Original,bus_driver,camera,perspective,eye level,50,2,bus_driver
Original,bus_driver,camera,perspective,low angle,4,2,bus_driver
Original,bus_driver,objects,type,bag,1,30,bus_driver
Original,bus_driver,objects,type,bench upholstery,1,30,bus_driver
Original,bus_driver,objects,type,bus,28,30,bus_driver
Original,bus_driver,objects,type,cart single,1,30,bus_driver
Original,bus_driver,objects,type,clock,1,30,bus_driver
Original,bus_driver,objects,type,clock tower,1,30,bus_driver
Original,bus_driver,objects,type,cloth or glove,1,30,bus_driver
Original,bus_driver,objects,type,container,1,30,bus_driver
Original,bus_driver,objects,type,distant shopping carts or baskets,1,30,bus_driver
Original,bus_driver,objects,type,fruit single,1,30,bus_driver
Original,bus_driver,objects,type,glass tower,1,30,bus_driver
Original,bus_driver,objects,type,handrail,2,30,bus_driver
Original,bus_driver,objects,type,mirror,3,30,bus_driver
Original,bus_driver,objects,type,passenger door,1,30,bus_driver
Original,bus_driver,objects,type,peaked cap,1,30,bus_driver
Original,bus_driver,objects,type,placards,1,30,bus_driver
Original,bus_driver,objects,type,plant,2,30,bus_driver
Original,bus_driver,objects,type,produce basket,2,30,bus_driver
Original,bus_driver,objects,type,produce basket wire cart variant,2,30,bus_driver
Original,bus_driver,objects,type,refrigerated glass door,1,30,bus_driver
Original,bus_driver,objects,type,roof sign,1,30,bus_driver
Original,bus_driver,objects,type,safety box,1,30,bus_driver
Original,bus_driver,objects,type,shopping basket,1,30,bus_driver
Original,bus_driver,objects,type,shopping cart,10,30,bus_driver
Original,bus_driver,objects,type,sidewalk cafe umbrella,1,30,bus_driver
Original,bus_driver,objects,type,street furniture,4,30,bus_driver
Original,bus_driver,objects,type,support pole,1,30,bus_driver
Original,bus_driver,objects,type,watch,1,30,bus_driver
Original,bus_driver,objects,type,window trim,1,30,bus_driver
Original,bus_driver,objects,type,wristwatch,1,30,bus_driver
Original,bus_driver,people,activities,driving,2,32,bus_driver
Original,bus_driver,people,activities,driving operating controls,3,32,bus_driver
Original,bus_driver,people,activities,examining item,2,32,bus_driver
Original,bus_driver,people,activities,facing camera,1,32,bus_driver
Original,bus_driver,people,activities,holding bag,1,32,bus_driver
Original,bus_driver,people,activities,holding tool,1,32,bus_driver
Original,bus_driver,people,activities,holding handheld produce basket,1,32,bus_driver
Original,bus_driver,people,activities,holding bag,1,32,bus_driver
Original,bus_driver,people,activities,holding orange fruit in right hand,1,32,bus_driver
Original,bus_driver,people,activities,holding bag,1,32,bus_driver
Original,bus_driver,people,activities,handling produce,4,32,bus_driver
Original,bus_driver,people,activities,inspecting packaged produce,1,32,bus_driver
Original,bus_driver,people,activities,inspecting soil,2,32,bus_driver
Original,bus_driver,people,activities,looking toward camera,3,32,bus_driver
Original,bus_driver,people,activities,looking toward dashboard,1,32,bus_driver
Original,bus_driver,people,activities,near crosswalk,1,32,bus_driver
Original,bus_driver,people,activities,attending vehicle,5,32,bus_driver
Original,bus_driver,people,activities,preparing food,1,32,bus_driver
Original,bus_driver,people,activities,pushing shopping cart,3,32,bus_driver
Original,bus_driver,people,activities,reaching left hand toward left shelf,1,32,bus_driver
Original,bus_driver,people,activities,reaching right hand,1,32,bus_driver
Original,bus_driver,people,activities,reading or examining papers,1,32,bus_driver
Original,bus_driver,people,activities,resting right hand handbrake or lever,1,32,bus_driver
Original,bus_driver,people,activities,seated,1,32,bus_driver
Original,bus_driver,people,activities,seated driving position,1,32,bus_driver
Original,bus_driver,people,activities,mopping,2,32,bus_driver
Original,bus_driver,people,activities,standing,8,32,bus_driver
Original,bus_driver,people,activities,standing or paused,1,32,bus_driver
Original,bus_driver,people,activities,handling soil,1,32,bus_driver
Original,bus_driver,people,activities,viewing shelves,1,32,bus_driver
Original,bus_driver,people,activities,wiping,1,32,bus_driver
Original,bus_driver,people,activities,walking,2,32,bus_driver
Original,bus_driver,people,activities,walking across pedestrian crossing,1,32,bus_driver
Original,bus_driver,people,activities,walking or standing,4,32,bus_driver
Original,bus_driver,people,age_range,middle aged,24,3,bus_driver
Original,bus_driver,people,age_range,older adult,14,3,bus_driver
Original,bus_driver,people,age_range,young adult,4,3,bus_driver
Original,bus_driver,people,clothing_color,black,34,12,bus_driver
Original,bus_driver,people,clothing_color,blue,31,12,bus_driver
Original,bus_driver,people,clothing_color,brown,7,12,bus_driver
Original,bus_driver,people,clothing_color,crimson,1,12,bus_driver
Original,bus_driver,people,clothing_color,darkblue,1,12,bus_driver
Original,bus_driver,people,clothing_color,gray,13,12,bus_driver
Original,bus_driver,people,clothing_color,green,7,12,bus_driver
Original,bus_driver,people,clothing_color,orange,2,12,bus_driver
Original,bus_driver,people,clothing_color,silver,1,12,bus_driver
Original,bus_driver,people,clothing_color,tan,4,12,bus_driver
Original,bus_driver,people,clothing_color,white,9,12,bus_driver
Original,bus_driver,people,clothing_color,yellow,4,12,bus_driver
Original,bus_driver,people,clothing_garment,bib apron,1,24,bus_driver
Original,bus_driver,people,clothing_garment,cap,1,24,bus_driver
Original,bus_driver,people,clothing_garment,high visibility reflective safety vest,1,24,bus_driver
Original,bus_driver,people,clothing_garment,insulated uniform jacket,1,24,bus_driver
Original,bus_driver,people,clothing_garment,jacket,4,24,bus_driver
Original,bus_driver,people,clothing_garment,long sleeved jacket,1,24,bus_driver
Original,bus_driver,people,clothing_garment,neck tie,3,24,bus_driver
Original,bus_driver,people,clothing_garment,necktie,2,24,bus_driver
Original,bus_driver,people,clothing_garment,operator uniform top,1,24,bus_driver
Original,bus_driver,people,clothing_garment,outer jacket,2,24,bus_driver
Original,bus_driver,people,clothing_garment,overcoat,3,24,bus_driver
Original,bus_driver,people,clothing_garment,safety vest,1,24,bus_driver
Original,bus_driver,people,clothing_garment,shirt,18,24,bus_driver
Original,bus_driver,people,clothing_garment,shirt collar,2,24,bus_driver
Original,bus_driver,people,clothing_garment,shirt,2,24,bus_driver
Original,bus_driver,people,clothing_garment,shoes,7,24,bus_driver
Original,bus_driver,people,clothing_garment,shoulder bag,2,24,bus_driver
Original,bus_driver,people,clothing_garment,sweater,1,24,bus_driver
Original,bus_driver,people,clothing_garment,trousers,12,24,bus_driver
Original,bus_driver,people,clothing_garment,trousers,4,24,bus_driver
Original,bus_driver,people,clothing_garment,undershirt,1,24,bus_driver
Original,bus_driver,people,clothing_garment,uniform jacket,2,24,bus_driver
Original,bus_driver,people,clothing_garment,uniform shirt short sleeve,1,24,bus_driver
Original,bus_driver,people,clothing_garment,work jacket,1,24,bus_driver
Original,bus_driver,people,clothing_garment,work trousers,2,24,bus_driver
